x1,x2,x3
3286.1328125,3964.84375,6220.703125
3256.8359375,3955.078125,6230.46875
3286.1328125,3979.4921875,6210.9375
3295.8984375,3974.609375,6225.5859375
3276.3671875,3979.4921875,6206.0546875
3286.1328125,3994.140625,6215.8203125
3276.3671875,3994.140625,6191.40625
3276.3671875,3984.375,6206.0546875
3295.8984375,3969.7265625,6186.5234375
3291.015625,4003.90625,6186.5234375
3305.6640625,3999.0234375,6196.2890625
3330.078125,4008.7890625,6191.40625
3295.8984375,4008.7890625,6186.5234375
3305.6640625,4003.90625,6186.5234375
3305.6640625,4028.3203125,6181.640625
3310.546875,4008.7890625,6162.109375
3315.4296875,4018.5546875,6152.34375
3320.3125,4023.4375,6157.2265625
3315.4296875,4003.90625,6152.34375
3315.4296875,4018.5546875,6181.640625
3325.1953125,4033.203125,6186.5234375
3359.375,4047.8515625,6215.8203125
3339.84375,4042.96875,6196.2890625
3339.84375,4042.96875,6196.2890625
3378.90625,4057.6171875,6210.9375
3354.4921875,4062.5,6230.46875
3359.375,4067.3828125,6230.46875
3344.7265625,4057.6171875,6230.46875
3354.4921875,4086.9140625,6215.8203125
3344.7265625,4072.265625,6230.46875
3339.84375,4072.265625,6245.1171875
3359.375,4082.03125,6225.5859375
3349.609375,4067.3828125,6225.5859375
3354.4921875,4057.6171875,6245.1171875
3344.7265625,4047.8515625,6245.1171875
3359.375,4052.734375,6264.6484375
3369.140625,4028.3203125,6269.53125
3364.2578125,4028.3203125,6264.6484375
3369.140625,3999.0234375,6250.0
3349.609375,4013.671875,6289.0625
3349.609375,4008.7890625,6293.9453125
3359.375,3999.0234375,6303.7109375
3330.078125,4008.7890625,6284.1796875
3344.7265625,3994.140625,6279.296875
3339.84375,3999.0234375,6308.59375
3325.1953125,4003.90625,6308.59375
3315.4296875,3989.2578125,6308.59375
3320.3125,3979.4921875,6318.359375
3330.078125,3989.2578125,6323.2421875
3315.4296875,3974.609375,6303.7109375
3310.546875,3979.4921875,6298.828125
3320.3125,3959.9609375,6269.53125
3300.78125,3969.7265625,6279.296875
3300.78125,3964.84375,6274.4140625
3276.3671875,3959.9609375,6289.0625
3295.8984375,3950.1953125,6259.765625
3291.015625,3955.078125,6264.6484375
3276.3671875,3964.84375,6250.0
3271.484375,3979.4921875,6245.1171875
3271.484375,3979.4921875,6240.234375
3276.3671875,3969.7265625,6225.5859375
3281.25,3959.9609375,6210.9375
3276.3671875,3984.375,6220.703125
3281.25,3984.375,6201.171875
3261.71875,3999.0234375,6215.8203125
3281.25,4003.90625,6201.171875
3266.6015625,3989.2578125,6206.0546875
3276.3671875,4013.671875,6191.40625
3291.015625,3994.140625,6186.5234375
3295.8984375,3989.2578125,6181.640625
3305.6640625,4013.671875,6196.2890625
3286.1328125,3969.7265625,6181.640625
3305.6640625,4023.4375,6162.109375
3310.546875,4028.3203125,6181.640625
3320.3125,4028.3203125,6186.5234375
3315.4296875,4023.4375,6186.5234375
3325.1953125,4023.4375,6191.40625
3354.4921875,4038.0859375,6166.9921875
3325.1953125,4062.5,6191.40625
3315.4296875,4047.8515625,6210.9375
3349.609375,4042.96875,6201.171875
3334.9609375,4042.96875,6215.8203125
3359.375,4067.3828125,6220.703125
3344.7265625,4067.3828125,6230.46875
3359.375,4052.734375,6225.5859375
3334.9609375,4072.265625,6235.3515625
3339.84375,4077.1484375,6240.234375
3330.078125,4072.265625,6274.4140625
3349.609375,4067.3828125,6250.0
3354.4921875,4067.3828125,6264.6484375
3364.2578125,4057.6171875,6254.8828125
3354.4921875,4038.0859375,6259.765625
3359.375,4052.734375,6259.765625
3369.140625,4033.203125,6269.53125
3374.0234375,4028.3203125,6254.8828125
3359.375,4023.4375,6269.53125
3344.7265625,4008.7890625,6279.296875
3359.375,4013.671875,6293.9453125
3339.84375,4013.671875,6284.1796875
3354.4921875,4003.90625,6303.7109375
3354.4921875,4003.90625,6298.828125
3330.078125,4013.671875,6308.59375
3334.9609375,4003.90625,6289.0625
3330.078125,3994.140625,6303.7109375
3320.3125,3984.375,6318.359375
3344.7265625,3984.375,6328.125
3315.4296875,3979.4921875,6293.9453125
3300.78125,3984.375,6264.6484375
3310.546875,3969.7265625,6284.1796875
3305.6640625,3974.609375,6269.53125
3330.078125,3964.84375,6264.6484375
3315.4296875,3979.4921875,6254.8828125
3300.78125,3959.9609375,6250.0
3300.78125,3969.7265625,6240.234375
3291.015625,3969.7265625,6235.3515625
3310.546875,3984.375,6250.0
3295.8984375,3984.375,6240.234375
3271.484375,3984.375,6235.3515625
3286.1328125,3979.4921875,6220.703125
3266.6015625,4003.90625,6215.8203125
3271.484375,3989.2578125,6210.9375
3315.4296875,4013.671875,6215.8203125
3281.25,4008.7890625,6191.40625
3286.1328125,4008.7890625,6176.7578125
3286.1328125,4038.0859375,6166.9921875
3291.015625,4018.5546875,6186.5234375
3320.3125,4013.671875,6176.7578125
3310.546875,4013.671875,6201.171875
3320.3125,4013.671875,6176.7578125
3315.4296875,4028.3203125,6162.109375
3291.015625,4023.4375,6162.109375
3320.3125,4033.203125,6181.640625
3320.3125,4052.734375,6176.7578125
3330.078125,4057.6171875,6176.7578125
3325.1953125,4086.9140625,6181.640625
3330.078125,4042.96875,6171.875
3315.4296875,4062.5,6191.40625
3339.84375,4062.5,6196.2890625
3354.4921875,4072.265625,6210.9375
3339.84375,4072.265625,6215.8203125
3378.90625,4072.265625,6240.234375
3364.2578125,4067.3828125,6210.9375
3378.90625,4082.03125,6235.3515625
3364.2578125,4096.6796875,6230.46875
3364.2578125,4067.3828125,6215.8203125
3374.0234375,4082.03125,6240.234375
3374.0234375,4062.5,6240.234375
3369.140625,4072.265625,6240.234375
3364.2578125,4057.6171875,6259.765625
3393.5546875,4057.6171875,6254.8828125
3408.203125,4052.734375,6250.0
3359.375,4062.5,6264.6484375
3359.375,4028.3203125,6269.53125
3349.609375,4028.3203125,6274.4140625
3354.4921875,4008.7890625,6269.53125
3364.2578125,4008.7890625,6279.296875
3364.2578125,4018.5546875,6274.4140625
3364.2578125,4013.671875,6279.296875
3349.609375,3994.140625,6284.1796875
3339.84375,4003.90625,6298.828125
3334.9609375,3994.140625,6308.59375
3334.9609375,3974.609375,6293.9453125
3334.9609375,3989.2578125,6303.7109375
3300.78125,3984.375,6303.7109375
3330.078125,4003.90625,6279.296875
3310.546875,3984.375,6264.6484375
3315.4296875,3984.375,6264.6484375
3325.1953125,3979.4921875,6274.4140625
3315.4296875,3964.84375,6245.1171875
3300.78125,3964.84375,6240.234375
3305.6640625,3979.4921875,6230.46875
3295.8984375,3974.609375,6230.46875
3305.6640625,3989.2578125,6235.3515625
3286.1328125,3999.0234375,6220.703125
3291.015625,3984.375,6220.703125
3291.015625,3989.2578125,6201.171875
3300.78125,3989.2578125,6201.171875
3291.015625,3989.2578125,6191.40625
3295.8984375,3994.140625,6186.5234375
3291.015625,3999.0234375,6191.40625
3305.6640625,4013.671875,6206.0546875
3300.78125,3999.0234375,6181.640625
3300.78125,4018.5546875,6171.875
3291.015625,4003.90625,6166.9921875
3339.84375,4013.671875,6157.2265625
3325.1953125,4028.3203125,6181.640625
3349.609375,4023.4375,6162.109375
3339.84375,4013.671875,6166.9921875
3349.609375,4038.0859375,6162.109375
3344.7265625,4042.96875,6176.7578125
3334.9609375,4047.8515625,6201.171875
3349.609375,4052.734375,6181.640625
3344.7265625,4042.96875,6181.640625
3364.2578125,4052.734375,6181.640625
3364.2578125,4052.734375,6191.40625
3359.375,4072.265625,6196.2890625
3369.140625,4067.3828125,6220.703125
3349.609375,4052.734375,6215.8203125
3364.2578125,4072.265625,6225.5859375
3378.90625,4091.796875,6230.46875
3374.0234375,4082.03125,6230.46875
3374.0234375,4077.1484375,6235.3515625
3383.7890625,4077.1484375,6245.1171875
3359.375,4077.1484375,6269.53125
3374.0234375,4082.03125,6250.0
3378.90625,4047.8515625,6264.6484375
3388.671875,4042.96875,6254.8828125
3388.671875,4003.90625,6259.765625
3364.2578125,4052.734375,6279.296875
3339.84375,4023.4375,6274.4140625
3349.609375,4008.7890625,6289.0625
3369.140625,4018.5546875,6279.296875
3354.4921875,4008.7890625,6279.296875
3364.2578125,4018.5546875,6313.4765625
3354.4921875,3984.375,6293.9453125
3334.9609375,3999.0234375,6313.4765625
3344.7265625,3999.0234375,6313.4765625
3339.84375,3999.0234375,6323.2421875
3344.7265625,3989.2578125,6308.59375
3320.3125,3969.7265625,6308.59375
3334.9609375,3969.7265625,6293.9453125
3330.078125,3969.7265625,6279.296875
3310.546875,3989.2578125,6289.0625
3300.78125,3969.7265625,6240.234375
3330.078125,3945.3125,6264.6484375
3305.6640625,3964.84375,6245.1171875
3334.9609375,3950.1953125,6250.0
3310.546875,3979.4921875,6250.0
3300.78125,3969.7265625,6245.1171875
3300.78125,3984.375,6230.46875
3330.078125,3974.609375,6240.234375
3300.78125,3989.2578125,6230.46875
3300.78125,3999.0234375,6215.8203125
3330.078125,4013.671875,6235.3515625
3320.3125,3994.140625,6201.171875
3310.546875,4003.90625,6210.9375
3334.9609375,4008.7890625,6196.2890625
3300.78125,4023.4375,6196.2890625
3315.4296875,4023.4375,6196.2890625
3320.3125,4018.5546875,6176.7578125
3325.1953125,3999.0234375,6166.9921875
3320.3125,4028.3203125,6176.7578125
3325.1953125,4023.4375,6191.40625
3330.078125,4023.4375,6162.109375
3344.7265625,4028.3203125,6176.7578125
3344.7265625,4033.203125,6186.5234375
3359.375,4038.0859375,6186.5234375
3339.84375,4057.6171875,6201.171875
3344.7265625,4042.96875,6191.40625
3334.9609375,4047.8515625,6215.8203125
3359.375,4077.1484375,6201.171875
3349.609375,4062.5,6235.3515625
3369.140625,4082.03125,6230.46875
3369.140625,4067.3828125,6230.46875
3374.0234375,4062.5,6235.3515625
3383.7890625,4072.265625,6254.8828125
3364.2578125,4086.9140625,6254.8828125
3393.5546875,4082.03125,6254.8828125
3378.90625,4072.265625,6245.1171875
3398.4375,4077.1484375,6254.8828125
3383.7890625,4082.03125,6269.53125
3374.0234375,4067.3828125,6279.296875
3388.671875,4057.6171875,6289.0625
3398.4375,4047.8515625,6269.53125
3374.0234375,4042.96875,6259.765625
3369.140625,4038.0859375,6284.1796875
3364.2578125,4023.4375,6303.7109375
3364.2578125,4028.3203125,6313.4765625
3364.2578125,4023.4375,6298.828125
3354.4921875,4003.90625,6298.828125
3339.84375,3994.140625,6298.828125
3349.609375,4013.671875,6313.4765625
3354.4921875,3994.140625,6323.2421875
3339.84375,4018.5546875,6313.4765625
3339.84375,4003.90625,6333.0078125
3334.9609375,3989.2578125,6318.359375
3330.078125,3989.2578125,6323.2421875
3320.3125,3969.7265625,6303.7109375
3330.078125,3989.2578125,6289.0625
3330.078125,3974.609375,6279.296875
3315.4296875,3974.609375,6284.1796875
3315.4296875,3959.9609375,6269.53125
3325.1953125,3955.078125,6269.53125
3310.546875,3950.1953125,6254.8828125
3315.4296875,3979.4921875,6254.8828125
3330.078125,3979.4921875,6240.234375
3310.546875,3984.375,6264.6484375
3305.6640625,3950.1953125,6240.234375
3320.3125,3999.0234375,6220.703125
3305.6640625,3994.140625,6230.46875
3320.3125,3999.0234375,6220.703125
3325.1953125,4013.671875,6225.5859375
3330.078125,4023.4375,6220.703125
3315.4296875,3999.0234375,6186.5234375
3320.3125,4013.671875,6206.0546875
3325.1953125,4013.671875,6206.0546875
3315.4296875,4038.0859375,6181.640625
3325.1953125,4018.5546875,6210.9375
3334.9609375,4042.96875,6196.2890625
3344.7265625,4033.203125,6186.5234375
3334.9609375,4028.3203125,6186.5234375
3339.84375,4033.203125,6191.40625
3349.609375,4042.96875,6201.171875
3339.84375,4033.203125,6196.2890625
3344.7265625,4042.96875,6201.171875
3359.375,4047.8515625,6220.703125
3369.140625,4067.3828125,6215.8203125
3364.2578125,4052.734375,6215.8203125
3359.375,4042.96875,6225.5859375
3349.609375,4067.3828125,6230.46875
3369.140625,4072.265625,6230.46875
3364.2578125,4057.6171875,6254.8828125
3374.0234375,4072.265625,6259.765625
3374.0234375,4077.1484375,6250.0
3374.0234375,4086.9140625,6259.765625
3388.671875,4062.5,6259.765625
3378.90625,4038.0859375,6230.46875
3383.7890625,4057.6171875,6284.1796875
3398.4375,4047.8515625,6279.296875
3378.90625,4052.734375,6269.53125
3403.3203125,4038.0859375,6284.1796875
3374.0234375,4038.0859375,6284.1796875
3369.140625,4038.0859375,6274.4140625
3364.2578125,4033.203125,6298.828125
3359.375,4023.4375,6303.7109375
3359.375,4008.7890625,6313.4765625
3359.375,3969.7265625,6318.359375
3349.609375,3999.0234375,6328.125
3339.84375,3999.0234375,6333.0078125
3354.4921875,3994.140625,6318.359375
3334.9609375,3994.140625,6328.125
3325.1953125,3989.2578125,6308.59375
3315.4296875,3994.140625,6318.359375
3325.1953125,3979.4921875,6279.296875
3325.1953125,3979.4921875,6289.0625
3320.3125,3959.9609375,6298.828125
3325.1953125,3955.078125,6284.1796875
3310.546875,3955.078125,6269.53125
3320.3125,3964.84375,6259.765625
3325.1953125,3989.2578125,6245.1171875
3320.3125,3979.4921875,6259.765625
3315.4296875,3959.9609375,6235.3515625
3310.546875,3964.84375,6240.234375
3305.6640625,3959.9609375,6235.3515625
3305.6640625,3984.375,6230.46875
3334.9609375,3999.0234375,6220.703125
3295.8984375,3984.375,6201.171875
3315.4296875,3994.140625,6201.171875
3310.546875,3999.0234375,6201.171875
3310.546875,4038.0859375,6201.171875
3320.3125,4003.90625,6210.9375
3330.078125,4023.4375,6186.5234375
3325.1953125,4013.671875,6186.5234375
3325.1953125,4042.96875,6171.875
3349.609375,4042.96875,6166.9921875
3320.3125,4023.4375,6171.875
3344.7265625,4052.734375,6166.9921875
3349.609375,4042.96875,6166.9921875
3344.7265625,4052.734375,6166.9921875
3339.84375,4033.203125,6206.0546875
3344.7265625,4057.6171875,6181.640625
3354.4921875,4057.6171875,6186.5234375
3344.7265625,4067.3828125,6201.171875
3359.375,4086.9140625,6215.8203125
3354.4921875,4067.3828125,6220.703125
3369.140625,4057.6171875,6206.0546875
3359.375,4067.3828125,6201.171875
3359.375,4072.265625,6206.0546875
3378.90625,4082.03125,6240.234375
3383.7890625,4067.3828125,6235.3515625
3383.7890625,4082.03125,6245.1171875
3398.4375,4091.796875,6235.3515625
3398.4375,4072.265625,6250.0
3388.671875,4082.03125,6240.234375
3383.7890625,4062.5,6245.1171875
3378.90625,4033.203125,6259.765625
3398.4375,4052.734375,6254.8828125
3383.7890625,4042.96875,6274.4140625
3422.8515625,4038.0859375,6269.53125
3393.5546875,4023.4375,6279.296875
3378.90625,4033.203125,6284.1796875
3374.0234375,4033.203125,6284.1796875
3359.375,4047.8515625,6298.828125
3374.0234375,4033.203125,6293.9453125
3354.4921875,4013.671875,6298.828125
3354.4921875,4003.90625,6298.828125
3359.375,3999.0234375,6308.59375
3354.4921875,3989.2578125,6323.2421875
3369.140625,4003.90625,6303.7109375
3330.078125,3994.140625,6279.296875
3334.9609375,3999.0234375,6284.1796875
3334.9609375,3979.4921875,6289.0625
3339.84375,3989.2578125,6284.1796875
3330.078125,3969.7265625,6264.6484375
3330.078125,3964.84375,6279.296875
3320.3125,3955.078125,6245.1171875
3325.1953125,3964.84375,6240.234375
3325.1953125,3974.609375,6245.1171875
3330.078125,3984.375,6230.46875
3315.4296875,3955.078125,6225.5859375
3325.1953125,3984.375,6220.703125
3320.3125,3994.140625,6235.3515625
3325.1953125,4013.671875,6245.1171875
3325.1953125,4008.7890625,6206.0546875
3320.3125,3999.0234375,6220.703125
3320.3125,3994.140625,6201.171875
3325.1953125,4018.5546875,6210.9375
3339.84375,4013.671875,6186.5234375
3349.609375,4028.3203125,6186.5234375
3344.7265625,4023.4375,6181.640625
3344.7265625,4028.3203125,6176.7578125
3305.6640625,4023.4375,6166.9921875
3325.1953125,4057.6171875,6137.6953125
3344.7265625,4057.6171875,6147.4609375
3339.84375,4047.8515625,6181.640625
3344.7265625,4028.3203125,6166.9921875
3359.375,4047.8515625,6176.7578125
3364.2578125,4057.6171875,6181.640625
3388.671875,4047.8515625,6196.2890625
3383.7890625,4072.265625,6201.171875
3359.375,4067.3828125,6201.171875
3378.90625,4062.5,6196.2890625
3369.140625,4062.5,6176.7578125
3388.671875,4062.5,6206.0546875
3374.0234375,4077.1484375,6220.703125
3378.90625,4042.96875,6225.5859375
3383.7890625,4072.265625,6240.234375
3393.5546875,4067.3828125,6250.0
3408.203125,4062.5,6259.765625
3413.0859375,4062.5,6230.46875
3408.203125,4057.6171875,6254.8828125
3378.90625,4052.734375,6250.0
3422.8515625,4033.203125,6245.1171875
3408.203125,4038.0859375,6254.8828125
3403.3203125,4028.3203125,6259.765625
3388.671875,4042.96875,6279.296875
3422.8515625,4023.4375,6279.296875
3398.4375,4013.671875,6284.1796875
3374.0234375,3994.140625,6279.296875
3383.7890625,4008.7890625,6279.296875
3378.90625,3994.140625,6289.0625
3398.4375,3979.4921875,6303.7109375
3369.140625,3989.2578125,6279.296875
3359.375,4008.7890625,6318.359375
3364.2578125,3994.140625,6293.9453125
3349.609375,3999.0234375,6303.7109375
3359.375,3999.0234375,6293.9453125
3354.4921875,3994.140625,6279.296875
3330.078125,3959.9609375,6269.53125
3344.7265625,3984.375,6269.53125
3349.609375,3974.609375,6254.8828125
3334.9609375,3974.609375,6259.765625
3339.84375,3979.4921875,6259.765625
3330.078125,3964.84375,6250.0
3339.84375,3979.4921875,6230.46875
3330.078125,3974.609375,6210.9375
3315.4296875,3979.4921875,6220.703125
3349.609375,3984.375,6230.46875
3339.84375,3974.609375,6210.9375
3315.4296875,3989.2578125,6220.703125
3330.078125,3999.0234375,6191.40625
3354.4921875,4003.90625,6206.0546875
3354.4921875,4003.90625,6186.5234375
3344.7265625,4013.671875,6206.0546875
3374.0234375,4018.5546875,6196.2890625
3354.4921875,4008.7890625,6225.5859375
3374.0234375,4018.5546875,6181.640625
3359.375,4018.5546875,6171.875
3364.2578125,4052.734375,6162.109375
3374.0234375,4038.0859375,6171.875
3354.4921875,4038.0859375,6166.9921875
3398.4375,4018.5546875,6176.7578125
3374.0234375,4038.0859375,6176.7578125
3374.0234375,4052.734375,6186.5234375
3364.2578125,4052.734375,6181.640625
3383.7890625,4077.1484375,6196.2890625
3398.4375,4057.6171875,6215.8203125
3374.0234375,4072.265625,6206.0546875
3393.5546875,4057.6171875,6220.703125
3408.203125,4082.03125,6220.703125
3393.5546875,4077.1484375,6225.5859375
3383.7890625,4082.03125,6230.46875
3388.671875,4082.03125,6235.3515625
3422.8515625,4082.03125,6245.1171875
3427.734375,4082.03125,6235.3515625
3417.96875,4072.265625,6269.53125
3422.8515625,4052.734375,6245.1171875
3417.96875,4052.734375,6264.6484375
3413.0859375,4047.8515625,6264.6484375
3452.1484375,4038.0859375,6269.53125
3417.96875,4018.5546875,6269.53125
3417.96875,4023.4375,6284.1796875
3388.671875,4018.5546875,6269.53125
3408.203125,4018.5546875,6293.9453125
3417.96875,3999.0234375,6298.828125
3398.4375,4008.7890625,6289.0625
3408.203125,4013.671875,6293.9453125
3393.5546875,4003.90625,6289.0625
3388.671875,4003.90625,6298.828125
3383.7890625,4008.7890625,6303.7109375
3369.140625,3979.4921875,6308.59375
3369.140625,3989.2578125,6303.7109375
3374.0234375,3984.375,6298.828125
3359.375,3979.4921875,6289.0625
3359.375,3959.9609375,6279.296875
3349.609375,3974.609375,6289.0625
3354.4921875,3979.4921875,6250.0
3349.609375,3979.4921875,6259.765625
3339.84375,3955.078125,6264.6484375
3354.4921875,3984.375,6259.765625
3339.84375,3974.609375,6240.234375
3339.84375,4003.90625,6254.8828125
3330.078125,3969.7265625,6230.46875
3325.1953125,3984.375,6220.703125
3339.84375,3974.609375,6220.703125
3344.7265625,3994.140625,6215.8203125
3339.84375,3994.140625,6215.8203125
3349.609375,3989.2578125,6210.9375
3354.4921875,3989.2578125,6220.703125
3364.2578125,4003.90625,6206.0546875
3359.375,4003.90625,6201.171875
3364.2578125,4003.90625,6181.640625
3388.671875,3999.0234375,6191.40625
3354.4921875,4013.671875,6181.640625
3369.140625,4028.3203125,6181.640625
3388.671875,4013.671875,6157.2265625
3383.7890625,4018.5546875,6171.875
3364.2578125,4033.203125,6181.640625
3388.671875,4042.96875,6201.171875
3378.90625,4038.0859375,6181.640625
3393.5546875,4042.96875,6176.7578125
3393.5546875,4038.0859375,6201.171875
3408.203125,4047.8515625,6206.0546875
3393.5546875,4057.6171875,6206.0546875
3398.4375,4047.8515625,6206.0546875
3393.5546875,4062.5,6220.703125
3408.203125,4072.265625,6220.703125
3388.671875,4077.1484375,6240.234375
3388.671875,4067.3828125,6235.3515625
3403.3203125,4082.03125,6250.0
3427.734375,4077.1484375,6259.765625
3427.734375,4062.5,6240.234375
3422.8515625,4062.5,6245.1171875
3408.203125,4057.6171875,6254.8828125
3427.734375,4062.5,6269.53125
3461.9140625,4047.8515625,6264.6484375
3422.8515625,4047.8515625,6264.6484375
3413.0859375,4023.4375,6298.828125
3417.96875,4038.0859375,6284.1796875
3398.4375,4008.7890625,6303.7109375
3422.8515625,4018.5546875,6293.9453125
3417.96875,3989.2578125,6284.1796875
3408.203125,3999.0234375,6298.828125
3398.4375,3994.140625,6303.7109375
3378.90625,3994.140625,6293.9453125
3378.90625,4008.7890625,6303.7109375
3393.5546875,3994.140625,6313.4765625
3417.96875,3984.375,6328.125
3378.90625,3979.4921875,6323.2421875
3364.2578125,3974.609375,6289.0625
3374.0234375,3959.9609375,6284.1796875
3378.90625,3959.9609375,6293.9453125
3383.7890625,3955.078125,6284.1796875
3359.375,3969.7265625,6259.765625
3359.375,3979.4921875,6250.0
3354.4921875,3974.609375,6240.234375
3359.375,3964.84375,6245.1171875
3359.375,3955.078125,6240.234375
3344.7265625,3959.9609375,6240.234375
3344.7265625,3964.84375,6235.3515625
3310.546875,4008.7890625,6230.46875
3334.9609375,3994.140625,6230.46875
3339.84375,4003.90625,6206.0546875
3344.7265625,4013.671875,6215.8203125
3354.4921875,4008.7890625,6186.5234375
3344.7265625,4008.7890625,6196.2890625
3354.4921875,4023.4375,6186.5234375
3359.375,4023.4375,6215.8203125
3369.140625,4023.4375,6201.171875
3364.2578125,4013.671875,6191.40625
3359.375,4013.671875,6176.7578125
3369.140625,4028.3203125,6166.9921875
3364.2578125,4033.203125,6166.9921875
3369.140625,4028.3203125,6166.9921875
3393.5546875,4042.96875,6162.109375
3374.0234375,4033.203125,6181.640625
3403.3203125,4052.734375,6191.40625
3388.671875,4077.1484375,6206.0546875
3393.5546875,4057.6171875,6206.0546875
3403.3203125,4057.6171875,6206.0546875
3393.5546875,4047.8515625,6196.2890625
3403.3203125,4062.5,6220.703125
3413.0859375,4067.3828125,6210.9375
3442.3828125,4082.03125,6230.46875
3417.96875,4086.9140625,6210.9375
3408.203125,4077.1484375,6235.3515625
3417.96875,4096.6796875,6240.234375
3393.5546875,4072.265625,6250.0
3422.8515625,4067.3828125,6245.1171875
3417.96875,4072.265625,6269.53125
3403.3203125,4047.8515625,6264.6484375
3422.8515625,4047.8515625,6269.53125
3427.734375,4042.96875,6284.1796875
3447.265625,4042.96875,6269.53125
3408.203125,4042.96875,6303.7109375
3408.203125,4047.8515625,6284.1796875
3403.3203125,4023.4375,6293.9453125
3417.96875,4018.5546875,6293.9453125
3398.4375,4018.5546875,6289.0625
3398.4375,4003.90625,6308.59375
3403.3203125,3999.0234375,6308.59375
3398.4375,3989.2578125,6308.59375
3378.90625,3999.0234375,6308.59375
3359.375,3989.2578125,6318.359375
3369.140625,3994.140625,6328.125
3369.140625,3984.375,6323.2421875
3378.90625,4003.90625,6303.7109375
3378.90625,3979.4921875,6269.53125
3359.375,3969.7265625,6289.0625
3354.4921875,3989.2578125,6274.4140625
3369.140625,3994.140625,6269.53125
3359.375,3979.4921875,6259.765625
3359.375,3974.609375,6245.1171875
3330.078125,3964.84375,6245.1171875
3349.609375,3979.4921875,6215.8203125
3344.7265625,3989.2578125,6235.3515625
3330.078125,4013.671875,6225.5859375
3320.3125,3979.4921875,6254.8828125
3325.1953125,3989.2578125,6206.0546875
3330.078125,4003.90625,6215.8203125
3330.078125,4003.90625,6201.171875
3339.84375,4008.7890625,6210.9375
3330.078125,4023.4375,6206.0546875
3325.1953125,4018.5546875,6186.5234375
3339.84375,4028.3203125,6176.7578125
3344.7265625,4028.3203125,6191.40625
3359.375,4023.4375,6171.875
3388.671875,4047.8515625,6201.171875
3378.90625,4033.203125,6176.7578125
3359.375,4047.8515625,6162.109375
3369.140625,4047.8515625,6176.7578125
3369.140625,4057.6171875,6186.5234375
3378.90625,4042.96875,6196.2890625
3374.0234375,4028.3203125,6186.5234375
3378.90625,4062.5,6206.0546875
3378.90625,4062.5,6196.2890625
3417.96875,4077.1484375,6201.171875
3393.5546875,4077.1484375,6215.8203125
